shape_code,human_readable_id,description,roof,semitransparency,OOB,surface_type,categorization,qualities
0x02e4,,,,,,wall,base,0
0x02e5,,,,,,wall,base,7;31;37
0x02e6,,,,,,wall,terrain,0
0x02e7,,,,,,wall,base,0
0x02e8,,,,,,wall,base,0
0x02e9,,,,,,wall,base,0
0x02eb,,,,,,wall,terrain,0
0x02ec,,,,,,wall,terrain,0
0x02ed,,,,,,wall,base,0
0x02ee,,,,,,wall,base,0
0x02ef,,,,,,wall,terrain,0
0x02f0,,,,,,wall,helper,5632;28463;31248
0x02f1,,,,,,wall,base,11;13;18
0x02f3,,,,,,wall,roof,0
0x02f4,,,,,,wall,base,0
0x02f5,,,,,,wall,base,0
0x02f6,,,,,,wall,base,0
0x02f7,,,,,,wall,base,0
0x02f8,,,,true,,wall,roof,0
0x02f9,,,,,,wall,roof,0
0x02fa,,,,,,wall,roof,0
0x02fe,,,,,,wall,terrain,0
0x02ff,,,,,,wall,base,0
0x0300,,,,,,wall,terrain,0
0x0301,,,,,,wall,,
0x0302,,,,,,wall,base,0
0x0303,,,,,,wall,terrain,0
0x0304,,,,,,wall,terrain,0
0x0305,,,,,,wall,base,0
0x0307,,,,,,wall,base,0
0x0308,booty_shape_0308,Auto-derived from BOOTY self-shape comparison in USECODE,,,,wall,helper,0
0x0309,,,,,,wall,base,0
0x030b,,,,,,wall,base,773
0x030c,,,,,,wall,helper,0
0x030d,,,,,,wall,base,0
0x030e,,,,,,wall,base,0
0x030f,,,,,,wall,base,0
0x0310,,,,,,wall,base,0
0x0312,,,,,,wall,base,0
0x0313,,,,,,wall,terrain,0
0x0314,,,,,,wall,base,0
0x0315,,,,,,wall,terrain,0;4
0x0316,,,,,,wall,roof,0
0x0318,CRUMORPH,NPC-control morph pad; equip scans nearby NPCs for a local-Qlo control key match,,,,wall,editor,31;39;89
0x0319,,,,,,wall,helper,0
0x031b,,,,,,wall,terrain,0
0x031d,CARD_NS,Keycard switch; SWITCH::ordinal21 reads QLo as the card id and dispatches TRIGGER lane 0 or 1.,,,,wall,base,798
0x031e,,,,,,wall,base,774;789
0x0329,,,,,,wall,base,0
0x032a,,,,,,wall,base,0
0x032b,,,,,,wall,base,0
0x032e,BA-40,"Retail Regret DTable: BA-40 (weapon, display frame 0x0002, Weapon_GetNameForShapeNo).",,,,wall,,
0x032f,BA-41,"Retail Regret DTable: BA-41 (weapon, display frame 0x0001, Weapon_GetNameForShapeNo).",,,,wall,,
0x0330,PA-21,"Retail Regret DTable: PA-21 (weapon, display frame 0x0007, Weapon_GetNameForShapeNo).",,,,wall,,
0x0332,SG-A1,"Retail Regret DTable: SG-A1 (weapon, display frame 0x0000, Weapon_GetNameForShapeNo).",,,,wall,base,0
0x0333,RP-22,"Retail Regret DTable: RP-22 (weapon, display frame 0x0006, Weapon_GetNameForShapeNo).",,,,wall,terrain,0
0x0334,RP-32,"Retail Regret DTable: RP-32 (weapon, display frame 0x0005, Weapon_GetNameForShapeNo).",,,,wall,base,0
0x0335,,,,true,,wall,roof,0
0x0336,,Editor Object,,true,,wall,editor,32;33;34;35;36;37;101;102;103;104;105;106;107;109;110;111;112;113;114;115;287;9502;29540;29548
0x0337,PLACEHOLDER_CUBE_0337,,,true,,wall,editor,65302;65303;65304;65305
0x0338,,,,,,wall,helper,0
0x0339,,,,,,wall,base,0
0x033a,NUMBERS,Tiny glyph-like number/readout helper family. Sampled scenes place these beside nearby 0x0501/0x0502/0x0503/0x0505/0x0507 display pieces rather than cmd-link controllers.,,,,wall,editor,3
0x033c,,,,,,wall,terrain,0
0x033d,BA-41 CLIP,"Retail Regret DTable: BA-41 CLIP (ammo, display frame 0x0008, Ammo_GetNameForShapeNo).",,,,wall,,
0x033e,SG-A1 CLIP,"Retail Regret DTable: SG-A1 CLIP (ammo, display frame 0x000A, Ammo_GetNameForShapeNo).",,,,wall,base,1
0x033f,RP-32 CLIP,"Retail Regret DTable: RP-32 CLIP (ammo, display frame 0x0009, Ammo_GetNameForShapeNo).",,,,wall,base,1;12
0x0340,AR-7 CLIP,"Retail Regret DTable: AR-7 CLIP (ammo, display frame 0x000B, Ammo_GetNameForShapeNo).",,,,wall,base,14
0x0341,GL-303 CLIP,"Retail Regret DTable: GL-303 CLIP (ammo, display frame 0x000C, Ammo_GetNameForShapeNo).",,,,wall,base,1
0x0342,,,,,,wall,terrain,0
0x0343,GRENADE,"Retail Regret DTable: GRENADE (bomb, display frame 0x0000, MiscTable_GetNameForBombShapeNo).",,,,wall,,
0x0344,,,,,,wall,base,0
0x0345,,,,,,wall,terrain,0
0x0346,,,,,,wall,base,0
0x034a,,,,,,wall,terrain,0
0x034b,,,,,,wall,base,5;15;24;25;26;27;28;31;59;61;62;63;66;67;68;69;70;71;72;73;79;80;86;88;89
0x034c,,,,,,wall,base,0
0x034e,,,,,,wall,terrain,0
0x034f,,,,,,wall,roof,0
0x0350,EMP GRENADE,"Retail Regret DTable: EMP GRENADE (bomb, display frame 0x0003, MiscTable_GetNameForBombShapeNo).",,,,wall,,
0x0351,MEDICAL KIT,"Retail Regret DTable: MEDICAL KIT (misc_item, display frame 0x0000, MiscTable_GetNameForItemShapeNo).",,,,wall,helper,0
0x0352,,,,,,wall,base,0
0x0353,,,,,,wall,base,5;8;16;30;49;254
0x0354,,,,,,wall,base,0
0x0355,,,,,,wall,base,0
0x0356,,,,,,wall,base,0
0x0357,,,,,,wall,base,1;18;22;29;30;31;32;40;257;776;51226;51231;51661
0x035a,,,,,,wall,base,0
0x035b,,,,,,wall,base,0
0x035c,,,,,,wall,base,0
0x035d,,,,,,wall,base,0
0x035e,,,,,,wall,terrain,0
0x035f,,,,,,wall,terrain,0
0x0361,,,,,,wall,editor,6;8;9;16;47;54;67;77;281;291;302;513;516;546;777;813;867;3339;3354;6421;6934;7175;31310
0x0362,,,,,,wall,terrain,0
0x0363,NPCTRIG,Compact NPC-trigger event object; slot 0x0A is the strongest active-event body and slot 0x20 is the paired helper lane.,,,,wall,base,10
0x0364,,,,,,wall,terrain,0
0x0365,CRUZTRIG,Trigger/helper object; the recovered active body is CRUZTRIG gotHit.,,,,wall,terrain,32
0x0366,NPC_ONLY,NPC-only trigger pad; gotHit compares the pad QLo against an internal NPC actor key and brackets TRIGGER lane 0 or 1 while the matching NPC occupies the pad.,,,,wall,terrain,95;769;774;804;816;1588;2067;2076;2085;2096;2118;2817;8240;9264;11300;14646;17157;37910
0x0367,VMAIL,Voice/mail helper object with a live slot-0x0A body.,,,,wall,base,40;780
0x0368,,,,,,wall,base,2;7;10;16;22;24;27
0x0369,,,,,,wall,base,0
0x036a,,,,,,wall,base,0
0x036b,,,,,,wall,base,0
0x036c,,,,,,wall,terrain,0
0x0370,,,,,,wall,base,0
0x0371,booty_shape_0371,Auto-derived from BOOTY self-shape comparison in USECODE,,,,wall,helper,0
0x0372,,,,,,wall,base,0
0x0373,,,,,,wall,helper,0;67;5632;8448
0x0375,,,,,,wall,terrain,0
0x0376,,,,,,wall,base,0
0x0377,,,,,,wall,terrain,0
0x0378,,,,,,wall,terrain,0
0x0379,,,,,,wall,base,0
0x037a,door_shape_037a,Auto-derived from DOOR self-shape comparison in USECODE,,,,wall,base,34
0x037b,,,,,,wall,base,0
0x037d,,,,,,wall,base,0
0x037e,,,,,,wall,base,1;3;9;17
0x037f,,,,,,wall,base,0
0x0380,,,,,,wall,base,0
0x0381,,,,,,wall,base,0
0x0382,,,,,,wall,roof,0
0x0383,,,,,,wall,helper,0
0x0384,,,,,,wall,base,0
0x0385,,,,,,wall,helper,0
0x0386,UV-9,"Retail Regret DTable: UV-9 (weapon, display frame 0x000B, Weapon_GetNameForShapeNo).",,,,wall,base,0
0x0387,,,,,,wall,base,0
0x0388,GL-303,"Retail Regret DTable: GL-303 (weapon, display frame 0x0008, Weapon_GetNameForShapeNo).",,,,wall,base,0
0x0389,,,,,,wall,base,0
0x038a,PA-31,"Retail Regret DTable: PA-31 (weapon, display frame 0x0009, Weapon_GetNameForShapeNo).",,,,wall,base,0
0x038b,AC-88,"Retail Regret DTable: AC-88 (weapon, display frame 0x0004, Weapon_GetNameForShapeNo).",,,,wall,base,0
0x038c,EM-4,"Retail Regret DTable: EM-4 (weapon, display frame 0x0003, Weapon_GetNameForShapeNo).",,,,wall,base,0
0x038d,PL-1,"Retail Regret DTable: PL-1 (weapon, display frame 0x000A, Weapon_GetNameForShapeNo).",,,,wall,base,0
0x038e,AR-7,"Retail Regret DTable: AR-7 (weapon, display frame 0x000C, Weapon_GetNameForShapeNo).",,,,wall,base,0
0x038f,,,,,,wall,base,0
0x0390,,,,,,wall,base,0
0x0393,,,,,,wall,base,4;11;15;22;32;50
0x0395,,,,,,wall,roof,0
0x0397,,,,,,wall,terrain,16;45;53
0x0399,,,,,,wall,helper,0
0x039a,LAND MINE,"Retail Regret DTable: LAND MINE (bomb, display frame 0x0005, MiscTable_GetNameForBombShapeNo).",,,,wall,terrain,1
0x039b,,,,,,wall,roof,0
0x039c,FUSION PAC,"Retail Regret DTable: FUSION PAC (bomb, display frame 0x0006, MiscTable_GetNameForBombShapeNo).",,,,wall,terrain,513
0x039d,,,,,,wall,base,0
0x039e,,,,,,wall,terrain,0
0x039f,,,,,,wall,terrain,0
0x03a1,,,,,,wall,helper,5;2816
0x03a2,CHEMICAL BATTERY,"Retail Regret DTable: CHEMICAL BATTERY (misc_item, display frame 0x0016, MiscTable_GetNameForItemShapeNo).",,,,wall,helper,1
0x03a3,FUSION BATTERY,"Retail Regret DTable: FUSION BATTERY (misc_item, display frame 0x0015, MiscTable_GetNameForItemShapeNo).",,,,wall,helper,0
0x03a4,FISSION BATTERY,"Retail Regret DTable: FISSION BATTERY (misc_item, display frame 0x0017, MiscTable_GetNameForItemShapeNo).",,,,wall,helper,0
0x03a6,,,,,,wall,roof,2;3;4;5;62;63;64;65;66;67;1537;1542;17724;17733;39229;49476
0x03a7,OOB_WALL_BLACK_03A7,,,,true,wall,base,13;17;23;24;57
0x03a8,,,,,,wall,base,21
0x03a9,,,,,,wall,editor,285
0x03aa,SPANEL,Switch panel; use dispatches TRIGGER lane 0 and BRO_BOOT toggles nearby SPANEL helpers by shared QLo.,,,,wall,terrain,3;13;30;39
0x03ab,,,,,,wall,base,0
0x03ac,,,,,,wall,helper,0
0x03ad,,,,,,wall,terrain,78;120;121;122;123
0x03ae,,,,,,wall,terrain,0
0x03af,,,,,,wall,base,20
0x03b0,,,,,,wall,base,6
0x03b1,,,,,,wall,base,46
0x03b2,,,,,,wall,base,20;21
0x03b3,,,,,,wall,base,12
0x03b4,,,,,,wall,base,12
0x03b5,,,,,,wall,base,36;91;92;93
0x03b6,,,,,,wall,base,28
0x03b7,,,,,,wall,terrain,0
0x03b8,,,,,,wall,base,0
0x03b9,door_shape_03b9,Auto-derived from DOOR self-shape comparison in USECODE,,,,wall,base,25
0x03ba,door_shape_03ba,Auto-derived from DOOR self-shape comparison in USECODE,,,,wall,base,2;4;10;33;34
0x03bb,,,,,,wall,terrain,0
0x03bc,,,,,,wall,base,0
0x03bd,,,,,,wall,base,0
0x03be,,,,,,wall,base,0
0x03bf,,,,,,wall,terrain,0
0x03c0,,,,,,wall,terrain,0
0x03c1,GENERATR,Destroyable generator/controller; gotHit dispatches TRIGGER lane 0 from the source item,,,,wall,terrain,terrain
0x03c2,,,,,,wall,terrain,0
0x03c3,,,,,,wall,terrain,0
0x03c4,,,,,,wall,base,0
0x03c6,,,,,,wall,base,14;18;24;29;31
0x03c8,,,,,,wall,base,0
0x03c9,,,,,,wall,base,0
0x03ca,,,,,,wall,base,0
0x03cb,,,,,,wall,base,0
0x03cc,,,,,,wall,base,0
0x03cd,,,,,,wall,base,0
0x03d4,,,,,,wall,terrain,0
0x03d6,,,,,,wall,terrain,0
0x03d7,,,,,,wall,terrain,0
0x03d9,,,,,,wall,terrain,0
0x03da,,,,,,wall,terrain,0
0x03db,,,,,,wall,base,0
0x03dc,,,,,,wall,base,0
0x03dd,,,,,,wall,terrain,0
0x03df,,,,,,wall,base,0
0x03e0,,,,,,wall,terrain,0
0x03e4,,,,,,wall,base,0
0x03e5,,,,,,wall,base,0
0x03e6,,,,,,wall,base,0
0x03e7,,,,,,wall,base,22;23;24;25
0x03e8,,,,,,wall,base,0
0x03ec,,,,,,wall,base,0
0x03ed,,,,,,wall,base,0
0x03ee,,,,,,wall,base,0
0x03ef,,,,,,wall,base,0
0x03f0,,,,,,wall,base,0;4
0x03f1,,,,,,wall,terrain,0
0x03f2,,,,,,wall,terrain,0
0x03f3,,,,,,wall,terrain,0
0x03f4,,,,,,wall,terrain,0
0x03f5,,,,,,wall,terrain,0
0x03f6,,,,,,wall,terrain,0
0x03f7,,,,,,wall,base,0
0x03f9,,,,,,wall,base,0
0x03fa,,,,,,wall,base,0
0x03fb,,,,,,wall,base,776;796
0x03fc,,,,,,wall,base,7
0x03fd,,,,,,wall,base,0
0x03fe,,,,,,wall,base,0
0x03ff,,,,,,wall,base,0
0x0401,,,,,,wall,,
0x0403,FLAMEBOX,Flame controller; scans nearby flame helper shapes by shared QLo and can swap them into active flame actors.,,,,wall,editor,8;18;22;23;24;25;26;27
0x0404,,,,,,wall,base,0
0x0405,,,,,,wall,base,0
0x0406,,,,,,wall,base,0
0x0407,,,,,,wall,roof,0
0x0408,,,,,,wall,terrain,0
0x040a,,,,,,wall,base,0
0x040b,,,,,,wall,base,0
0x040d,,,,,,wall,terrain,0
0x040e,,,,,,wall,terrain,0
0x040f,,,,,,wall,terrain,0
0x0410,,,,,,wall,terrain,0
0x0411,,,,,,wall,terrain,0
0x0412,,,,true,,wall,roof,0
0x0413,,,,,,wall,roof,42;43;44;45;46;11816;41257
0x0414,,,,,,wall,base,0
0x041a,,,,,,wall,base,38
0x041b,,,,,,wall,base,1;2;3;4;5;6;7
0x041c,,,,,,wall,base,22;23
0x041e,,,,,,wall,base,0
0x041f,,,,,,wall,base,0
0x0420,,,,,,wall,base,0
0x0421,,,,,,wall,base,0
0x0422,,,,,,wall,base,0
0x0423,,,,,,wall,base,0
0x0424,,,,,,wall,base,0
0x0425,,,,,,wall,base,0
0x0427,,,,,,wall,terrain,0
0x0428,,,,,,wall,terrain,0
0x0429,,,,,,wall,terrain,0
0x042a,,,,,,wall,terrain,0
0x042b,,,,,,wall,terrain,0
0x042c,,,,,,wall,base,0
0x042d,,,,,,wall,terrain,0
0x042e,,,,,,wall,terrain,0
0x042f,,,,,,wall,base,0
0x0430,,,,,,wall,base,0
0x0431,,,,,,wall,base,0
0x0432,,,,,,wall,terrain,0
0x0433,,,,,,wall,base,0
0x0434,,,,,,wall,base,0
0x0435,,,,,,wall,base,0
0x0436,,,,,,wall,base,4628
0x0437,,,,,,wall,base,0
0x0438,,,,,,wall,editor,22;23;24;25;26;27
0x0439,,,,,,wall,editor,8;18
0x043a,,,,,,wall,,
0x043b,,,,,,wall,base,2
0x043d,,,,,,wall,base,291;778;805
0x043e,,,,,,wall,terrain,9
0x043f,,,,,,wall,base,0
0x0440,,,,,,wall,base,0
0x0441,,,,,,wall,terrain,0
0x0442,,,,,,wall,base,0
0x0443,,,,,,wall,base,0
0x0444,,,,,,wall,base,4
0x0446,,,,,,wall,base,0
0x0447,,,,,,wall,terrain,5;3075;3076
0x0448,,,,,,wall,terrain,0
0x0449,,,,,,wall,terrain,0
0x044a,,,,,,wall,,
0x044b,,,,,,wall,base,260;788;797
0x044c,,,,,,wall,base,777;867
0x044d,Zappy_Surface_SW_044D,,,true,,wall,editor,3;8;9;10
0x044e,,,,,,wall,editor,8;9;10
0x044f,,,,,,wall,base,0
0x0450,,,,,,wall,base,0
0x0451,CRAZYEW,Usecode class CRAZYEW. Regret-only gotHit relay that wakes or re-arms nearby NPCs when hit with an actor handle.,,,,wall,editor,0
0x0452,,,,,,wall,helper,63781
0x0454,,,,,,wall,base,0
0x0455,,,,,,wall,base,0
0x0456,,,,,,wall,,
0x0457,,,,,,wall,helper,32;293
0x0458,,,,,,wall,terrain,0
0x0459,,,,,,wall,,
0x045a,,,,,,wall,,
0x045b,,,,,,wall,base,0
0x045c,,,,,,wall,base,0
0x045d,,,,,,wall,helper,0
0x045f,,,,,,wall,base,0
0x0461,,,,,,wall,base,0
0x0462,,,,,,wall,base,0
0x0463,,,,,,wall,base,0
0x0464,,,,,,wall,base,0
0x0465,,,,,,wall,base,0
0x0466,,,,,,wall,terrain,65293
0x0467,,,,,,wall,base,0
0x0468,,,,,,wall,base,0
0x0469,,,,,,wall,base,0
0x046a,,,,,,wall,base,0;14;16;23
0x046b,,,,,,wall,base,16;22;23;28;30
0x046c,,,,,,wall,base,0;18;28;30
0x046d,,,,,,wall,base,0
0x046e,,,,,,wall,base,0
0x046f,,,,,,wall,base,0
0x0470,,,,,,wall,base,0
0x0471,,,,,,wall,base,0
0x0474,,,,,,wall,base,0
0x0475,,,,,,wall,base,0
0x0476,,,,,,wall,editor,2;4;6;9;10;13;15;16;18;19;22;23;25;26;27;31;32;33;35;37;43;56;74;75;76;77;84;85;87;94;100;111;5709;5710;31309;31310
0x0477,ALARM_BOX_0477,,,,,wall,base,0;1;6;9;16;20;25;37;45;53
0x0478,,,,,,wall,base,0
0x0479,,,,,,wall,base,0
0x047a,,,,,,wall,base,0
0x047b,,,,,,wall,roof,0
0x047c,,,,,,wall,roof,0
0x047e,,,,,,wall,terrain,0
0x047f,,,,,,wall,terrain,0
0x0480,,,,,,wall,terrain,0
0x0481,,,,,,wall,terrain,0
0x0482,,,,,,wall,terrain,0
0x0483,,,,,,wall,terrain,0
0x048b,,,,,,wall,base,0
0x048d,,,,,,wall,base,0
0x0493,,,,,,wall,base,2
0x049c,,,,,,wall,base,0
0x049d,,,,,,wall,base,0
0x049f,,,,,,wall,base,0
0x04a2,,,,,,wall,base,0
0x04a3,,,,,,wall,base,0
0x04a6,,,,,,wall,terrain,0
0x04a7,,,,,,wall,base,0
0x04a8,,,,,,wall,base,0
0x04a9,,,,,,wall,base,0
0x04aa,,,,,,wall,base,0
0x04ab,,,,,,wall,base,0
0x04ac,,,,,,wall,base,0
0x04ad,,,,,,wall,base,0
0x04ae,,,,,,wall,base,0
0x04af,,,,,,wall,base,0
0x04b1,CMD_LINK,Trigger/link controller; local command program that dispatches TRIGGER slot 0x20 by link id,,,,wall,editor,1;3;4;5;7;8;9;10;13;16;17;18;22;23;24;25;26;27;28;29;30;31;32;35;36;37;39;41;45;49;53;70;74;75;76;81;91;92;93;94;95;256;257;258;261;262;265;266;269;270;271;272;273;276;277;278;279;280;281;282;283;284;287;290;291;292;293;301;327;333;334;337;338;513;547;770;773;785;788;794;796;804;822;823;1069;1071;1334;1537;1541;1551;1800;1801;2063;2067;2070;2090;2092;2312;2343;2575;2599;2605;2608;2614;2820;2823;2855;3079;3085;3086;3087;3088;3090;3092;3094;3095;3096;3097;3098;3111;3118;3126;3153;3410;4111;4118;4370;4625;5136;5165;5662;6454;6710;6966;7174;7197;7204;7206;7222;7452;7711;11047;11097;11300;11303;11353;13382;14134;15158;16688;16944;17153;17158;17171;17180;17188;17200;17409;17413;17414;17427;17430;17436;17456;17460;17478;17709;18707;18963;19202;19219;19250;19295;19457;19458;19473;19475;19506;19551;26677;27677;28944;30745;30746;32067;37900;51214;51215;51247;51503;64534;64535;64536;64537;65301;65302;65303;65304;65305
0x04b2,,,,,,wall,roof,0
0x04b3,,,,,,wall,roof,0
0x04b6,,,,,,wall,roof,0
0x04b7,,,,,,wall,roof,0
0x04b8,,,,,,wall,,
0x04bf,,,,,,wall,base,0
0x04c0,,,,,,wall,base,0
0x04c6,WATCHNS,Usecode class WATCHNS. Regret-only secret-door watcher that scans nearby 0x0510 posts by shared QLo.,,,,wall,base,295;345;4107;4617
0x04c7,,,,,,wall,base,0
0x04c8,,,,,,wall,helper,28420
0x04c9,TIMER,Usecode class 1225 TIMER. Fast-area timer helper whose packed mapNum:npcNum delay and qHi flags feed TRIGGER slot 0x20 through enter/leave-area arming and slot 0x20 wait logic.,,,,wall,editor,editor
0x04ca,SPECIAL,Usecode class 1226 SPECIAL. Fast-area phase helper that uses mapNum/npcNum as phase bytes and qHi as delay while feeding TRIGGER slot 0x20 and SPECIAL slot 0x21.,,,,wall,editor,editor
0x04cd,TRIGPAD,Usecode class 1229 TRIGPAD. Occupancy and surface gated trigger pad that dispatches TRIGGER lanes 0 and 1 and can also prod nearby elevator helpers.,,,,wall,terrain,3;29;30
0x04ce,,,,,,wall,terrain,0
0x04cf,,,,,,wall,base,23
0x04d0,,,,,,wall,editor,261;262;264;265;271;272;273;278;285;287;292;295;300;306;308;310;345;514;522;526;554;608;768;769;771;772;773;778;781;782;784;785;787;788;789;794;796;805;808;810;815;816;818;820;838;864;865;1280;1281;1283;1284;1285;1292;1293;1294;1300;1301;1306;1308;1317;1318;1322;1327;1329;1330;1332;1340;1341;1346;1348;1352;1353;1359;1366;1376;1379;1794;1797;1800;1802;1805;1806;1811;1813;1821;1832;1834;1839;1842;1844;1862;1888;1889;2048;2052;2056;2059;2060;2061;2062;2065;2067;2068;2069;2086;2088;2090;2092;2100;2105;2106;2108;2118;2304;2312;2316;2317;2320;2321;2323;2325;2332;2333;2340;2351;2354;2361;2362;2364;2374;2399;2400;2401;2405;2586;2588;2621;2626;2639;2816;2835;2856;3328;3329;3332;3344;3345;3347;3348;3349;3357;3366;3368;3370;3377;3380;3385;3386
0x04d1,booty_shape_04d1,Auto-derived from BOOTY self-shape comparison in USECODE,,,,wall,helper,0
0x04d4,DATA LINK,"Retail Regret DTable: DATA LINK (misc_item, display frame 0x0001, MiscTable_GetNameForItemShapeNo).",,,,wall,,
0x04d5,,,,,,wall,terrain,0
0x04d7,,,,,,wall,terrain,0
0x04d9,,,,,,wall,base,0
0x04db,,,,,,wall,base,0
0x04dc,,,,,,wall,base,0
0x04dd,,,,,,wall,base,3;122;199
0x04de,WATCHEW,Usecode class WATCHEW. East-west Regret secret-door watcher that scans nearby 0x0510 posts by shared QLo.,,,,wall,base,287;4103;4131;39779
0x04df,ROOF_BLACK_04DF,,true,,,wall,base,2;5;7;8;9;10;11;15;16;22;27;30
0x04e0,,,,,,wall,base,0
0x04e2,SFXTRIG,Compact event-bearing sound/trigger helper; slot 0x0A is the stable active body.,,,,wall,editor,13382
0x04e3,,Editor Object,,,,wall,editor,2;10;13;14;20;21;25;77;78;271
0x04e5,,,,,,wall,base,0
0x04e6,,,,,,wall,helper,0
0x04e7,DEATHBOX,NPC-death helper; exact shared DEATHBOX class in both games,,,,wall,editor,650;2067;4111;14134;19469;19473;33567;34087;47449
0x04e8,,,,,,wall,base,5
0x04e9,,,,,,wall,base,5
0x04ea,,,,,,wall,base,0
0x04ec,,,,,,wall,base,0
0x04ed,VIR IMAGER,"Retail Regret DTable: VIR IMAGER (misc_item, display frame 0x0020, MiscTable_GetNameForItemShapeNo).",,,,wall,helper,0
0x04ee,,,,,,wall,base,0
0x04ef,,,,,,wall,base,300;3116
0x04f2,,,,,,wall,terrain,0
0x04f5,,,,,,wall,terrain,0
0x04f6,,,,,,wall,base,0
0x04f8,,,,,,wall,editor,9;28;29;3087
0x04f9,,,,,,wall,,
0x04fa,,,,,,wall,base,14
0x04fc,,Editor Object,,,,wall,editor,2
0x04fd,,,,,,wall,,
0x04fe,BRO_BOOT,BRO_BOOT helper; enterFastArea toggles nearby SPANEL items by shared QLo and drives its own boot-frame animation.,,,,wall,editor,0;13056;13568;13824;17152;17408;17664;17920;18176;18432;18944;21504;23040;23296;25856;26624;29440;29696;29952;30208;30720;31488;33536;33792;34048;34304;34560;34816;35072;35328;35584;35840;36096;38656;38912;39168;39680;43008;44032;47104;50432;51200
0x0500,,,,,,wall,editor,11;12;29
0x0501,,,,,,wall,base,0
0x0502,,,,,,wall,base,0
0x0503,,,,,,wall,base,0
0x0504,,,,,,wall,base,0
0x0505,,,,,,wall,base,0
0x0506,,,,,,wall,base,0
0x0507,,,,,,wall,base,0
0x050a,,,,,,wall,,
0x050b,,,,,,wall,terrain,0
0x0510,SECRET_DOOR_POST,Regret secret-door post/helper used as the nearby target lane for WATCHNS/WATCHEW slot 0x20.,,,,wall,editor,4107;32799;32807;47193
0x0511,,,,,,wall,base,11;12
0x0514,,,,,,wall,base,0
0x0517,,,,,,wall,base,0
0x0518,,,,,,wall,,
0x051a,,,,,,wall,base,25
0x051b,OOB_WALL_BLACK_051B,,,,true,wall,base,13
0x051c,,,,,true,wall,base,13
0x051d,,,,,,wall,base,0
0x0520,,,,,,wall,base,0
0x0521,,,,,,wall,base,0
0x0522,,,,,,wall,base,0
0x0524,,,,,,wall,base,0
0x0525,,,,,,wall,base,0
0x0526,,,,,,wall,terrain,0
0x0527,,,,,,wall,terrain,0
0x0528,booty_shape_0528,Auto-derived from BOOTY self-shape comparison in USECODE,,,,wall,helper,0
0x052c,,,,,,wall,base,0
0x052d,INHIBITOR,"Retail Regret DTable: INHIBITOR (misc_item, display frame 0x0002, MiscTable_GetNameForItemShapeNo).",,,,wall,helper,0
0x052e,IONIC SHIELD,"Retail Regret DTable: IONIC SHIELD (misc_item, display frame 0x0003, MiscTable_GetNameForItemShapeNo).",,,,wall,helper,1
0x052f,PLASMA SHIELD,"Retail Regret DTable: PLASMA SHIELD (misc_item, display frame 0x0005, MiscTable_GetNameForItemShapeNo).",,,,wall,helper,0
0x0530,GRAVITON SHIELD,"Retail Regret DTable: GRAVITON SHIELD (misc_item, display frame 0x0007, MiscTable_GetNameForItemShapeNo).",,,,wall,helper,0
0x0531,,,,,,wall,terrain,0
0x0532,,,,,,wall,terrain,0
0x0533,,,,,,wall,base,0
0x0534,,,,,,wall,base,0
0x0535,,,,,,wall,terrain,0
0x0536,,,,,,wall,base,0
0x053a,,,,,,wall,editor,0;1
0x053b,door_shape_053b,Auto-derived from DOOR self-shape comparison in USECODE,,,,wall,base,80;81
0x053c,,,,,,wall,base,3
0x053d,,,,,,wall,base,0
0x053f,,,,,,wall,roof,0
0x0541,,,,,,wall,roof,0
0x0542,,,,,,wall,roof,0
0x0543,,,,,,wall,base,0
0x0544,,,,,,wall,base,0
0x0545,,,,,,wall,base,0
0x0547,,,,,,wall,base,0
0x0548,INVISIBLE_WALL_0548,Editor Object,,true,,wall,editor,0
0x0549,,,,,,wall,base,0
0x054e,,,,,,wall,terrain,0;51458
0x054f,,,,,,wall,base,13;16;22;23;43;84;87;111
0x0550,,,,,,wall,base,2;4;6;9;15;18;19;33;56;85;100
0x0552,,,,,,wall,base,0
0x0553,,,,,,wall,base,0
0x0554,,,,,,wall,base,0
0x0555,,,,,,wall,base,0
0x0556,,,,,,wall,base,0
0x0557,,,,,,wall,base,0
0x0558,,,,,,wall,base,0
0x0559,,,,,,wall,base,0
0x055b,,,,,,wall,base,0
0x055c,,,,,,wall,base,0
0x055f,DET PAC,"Retail Regret DTable: DET PAC (misc_item, display frame 0x0018, MiscTable_GetNameForItemShapeNo).",,,,wall,helper,0
0x0560,SPIDER BOMB,"Retail Regret DTable: SPIDER BOMB (bomb, display frame 0x0004, MiscTable_GetNameForBombShapeNo).",,,,wall,base,0
0x0561,,,,,,wall,editor,0;75
0x0562,,,,,,wall,base,0
0x0564,,,,true,,wall,roof,0;17;31
0x0565,,,,true,,wall,roof,3;9;16;17;31;34;35;46
0x0566,,,,,,wall,base,9;16;17
0x0567,,,,,,wall,base,31
0x056c,,,,,,wall,base,0
0x056d,VIDEOBOX,Usecode class VIDEOBOX. Regret-only gated controller whose equip body falls into ITEM.slot_21 when the video/global latch is clear.,,,,wall,editor,1
0x056e,,,,,,wall,base,0
0x056f,door_shape_056f,Auto-derived from DOOR self-shape comparison in USECODE,,,,wall,base,19;36
0x0571,door_shape_0571,Auto-derived from DOOR self-shape comparison in USECODE,,,,wall,base,2;3;6;7;9
