shape_code,human_readable_id,description,roof,semitransparency,OOB,categorization,qualities
0x02df,npcdeath_shape_02df,Auto-derived from NPCDEATH self-shape comparison in USECODE,,false,,helper,0
0x02e0,DOOR_CORNER_LOWER_RIGHT,,,,,base,0
0x02e1,,,,,,terrain,0
0x02e2,HEALTH_STATION_TOP,,,,,base,0
0x02e3,HEALTH_STATION_BACK,,,,,base,0
0x02e4,,,,,,base,0
0x02e5,PRISONER_1,,,,,base,0;4
0x02e6,,,,,,terrain,0
0x02e7,PRISONER_2,,,,,base,0
0x02e8,PRISONER_3,,,,,base,769
0x02e9,,,,,,base,0
0x02eb,,,,,,terrain,0
0x02ec,,,,,,terrain,0
0x02ed,,,,,,base,0
0x02ee,,,,,,base,0
0x02ef,TURRET_BASE,,,,,terrain,0
0x02f0,wallgun_shape_02f0,Auto-derived from WALLGUN self-shape comparison in USECODE,,,,helper,0
0x02f1,,,,,,base,0
0x02f2,,,,,,base,0
0x02f3,,,,,,base,0;12
0x02f4,,,,,,base,0
0x02f5,,,,,,base,0
0x02f6,NPC_TECH,,,,,base,0
0x02f7,,,,,,base,0
0x02f8,,,,true,,roof,0
0x02f9,,,,,,roof,0
0x02fa,,,,,,roof,0
0x02fd,npcdeath_shape_02fd,Auto-derived from NPCDEATH self-shape comparison in USECODE,,,,helper,0
0x02fe,,,,,,terrain,0
0x02ff,,,,,,base,0
0x0300,,,,,,terrain,0
0x0303,,,,,,terrain,0
0x0304,,,,,,base,0
0x0305,,,,,,base,0
0x0306,,,,,,base,0
0x0308,,,,,,base,0
0x030a,door_shape_030a,Auto-derived from DOOR self-shape comparison in USECODE,,,,base,0
0x030b,door_shape_030b,Auto-derived from DOOR self-shape comparison in USECODE,,,,base,3
0x030c,,,,,,base,0
0x030d,,,,,,,
0x030e,,,,,,,
0x030f,,,,,,base,0
0x0310,,,,,,base,0
0x0311,,,,,,base,0
0x0312,,,,,,base,5;6
0x0313,,,,,,terrain,0
0x0314,,,,,,base,3
0x0315,BAR_STOOL,,,,,terrain,0
0x0316,,,,,,base,2
0x0318,PLACEHOLDER_CUBE,Placeholder UI element,,,,editor,4;40
0x0319,npcdeath_shape_0319,Auto-derived from NPCDEATH self-shape comparison in USECODE,,,,,
0x031b,,,,,,terrain,0
0x031d,,,,,,base,262;267;788
0x031e,,,,,,base,258;259;262;276;769;770;780
0x0321,,,,,,base,0
0x0329,FORCEFIELD_NW,,,true,,roof,2;3;5;9;10;11;17;20;29;255
0x032a,FORCEFIELD_NE,,,true,,roof,3
0x032b,,,,,,base,0
0x032e,BA-40,"Retail Remorse DTable: BA-40 (weapon, display frame 0x0002, Weapon_GetNameForShapeNo).",,,,terrain,0
0x032f,BA-41,"Retail Remorse DTable: BA-41 (weapon, display frame 0x0001, Weapon_GetNameForShapeNo).",,,,terrain,0
0x0330,PA-21,"Retail Remorse DTable: PA-21 (weapon, display frame 0x0007, Weapon_GetNameForShapeNo).",,,,terrain,0
0x0331,,,,,,base,0
0x0332,SG-A1,"Retail Remorse DTable: SG-A1 (weapon, display frame 0x0000, Weapon_GetNameForShapeNo).",,,,terrain,0
0x0333,RP-22,"Retail Remorse DTable: RP-22 (weapon, display frame 0x0006, Weapon_GetNameForShapeNo).",,,,terrain,0
0x0334,RP-32,"Retail Remorse DTable: RP-32 (weapon, display frame 0x0005, Weapon_GetNameForShapeNo).",,,,terrain,0
0x0335,,,,true,,roof,0
0x0336,LIGHT_BRIDGE_0336,Editor Object,,true,,editor,2;3;4;5;6;7;8;9;10;11;12;13;14;15;769;1540;3841
0x0337,PLACEHOLDER_CUBE_BIG,,,true,,editor,10246;10257;22552;29697
0x0338,MECH_1,,,,,helper,0
0x0339,,,,,,base,0
0x033a,NUMBERS,,,,,editor,0;5;6;12;13;15;17;47;53;60;282;2060;5137
0x033c,npc_shape_033c,Auto-derived from NPC self-shape comparison in USECODE,,,,helper,0
0x033d,BA-41 CLIP,"Retail Remorse DTable: BA-41 CLIP (ammo, display frame 0x0008, Ammo_GetNameForShapeNo).",,,,terrain,277
0x033e,SG-A1 CLIP,"Retail Remorse DTable: SG-A1 CLIP (ammo, display frame 0x000A, Ammo_GetNameForShapeNo).",,,,terrain,3;277
0x033f,RP-22 CLIP,"Retail Remorse DTable: RP-22 CLIP (ammo, display frame 0x0009, Ammo_GetNameForShapeNo).",,,,terrain,277
0x0340,AR-7 CLIP,"Retail Remorse DTable: AR-7 CLIP (ammo, display frame 0x000B, Ammo_GetNameForShapeNo).",,,,terrain,277
0x0341,GL-303 CLIP,"Retail Remorse DTable: GL-303 CLIP (ammo, display frame 0x000C, Ammo_GetNameForShapeNo).",,,,terrain,277
0x0342,,,,,,terrain,0
0x0343,GRENADE,"Old grenade, cannot be picked up Retail Remorse DTable: GRENADE (bomb, display frame 0x0000, MiscTable_GetNameForBombShapeNo).",,,,terrain,0
0x0344,,,,,,base,0
0x0345,,,,,,terrain,0
0x0346,,,,,,base,0;1;7
0x034a,,,,,,terrain,0
0x034b,,,,,,terrain,0
0x034c,,,,,,base,0;1285
0x034d,BAR_PATRONS_1,,,,,base,10
0x034e,CONCUSSION GRENADE,"Retail Remorse DTable: CONCUSSION GRENADE (bomb, display frame 0x0001, MiscTable_GetNameForBombShapeNo).",,,,terrain,0
0x034f,NERVE GAS GRENADE,"Retail Remorse DTable: NERVE GAS GRENADE (bomb, display frame 0x0002, MiscTable_GetNameForBombShapeNo).",,,,terrain,0
0x0350,EMP GRENADE,"Retail Remorse DTable: EMP GRENADE (bomb, display frame 0x0003, MiscTable_GetNameForBombShapeNo).",,,,terrain,0
0x0351,MEDICAL KIT,"Retail Remorse DTable: MEDICAL KIT (misc_item, display frame 0x0000, MiscTable_GetNameForItemShapeNo).",,,,helper,1
0x0358,,,,,,base,0
0x035b,,,,,,base,0
0x035c,,,,,,base,0
0x035e,,,,,,terrain,0
0x035f,,,,,,terrain,0
0x0360,,,,,,base,1
0x0361,PLACEHOLDER_CUBE_RED_BLACK,,,,,editor,1;5;12;13;15;19;21;22;25;47;53;60;234;235;236;238;239;525;776;777;825;1039;4589;5137;17146
0x0362,,,,,,terrain,0
0x0363,,Editor Object,,,,editor,11;190;277
0x0364,,,,,,terrain,0
0x0365,,Editor Object,,,,terrain,22;55;61;711
0x0366,,Editor Object,,,,terrain,34;53;259;281;284;799;2054;2056;2058;2060;2061;2063;2064;2066;2067;2070;2074;2079;2080;2082;2084;2095;2098;2101;2114;2247;4101;4107;4111;4112;4119;4120;4124;4151;6154;6159;6168;6174;6194;6195;6208;8216;15361;15363;15375;16386;16401;20505;24586;24595;26631
0x0367,,,,,,base,99
0x0368,,,,,,,
0x0369,,,,,,,
0x036a,,,,,,base,0
0x036b,,,,,,,
0x036c,,,,,,terrain,0
0x0370,,,,,,base,0
0x0371,npcdeath_shape_0371,Auto-derived from NPCDEATH self-shape comparison in USECODE,,,,helper,0
0x0372,,,,,,base,0
0x0373,wallgun_shape_0373,Auto-derived from WALLGUN self-shape comparison in USECODE,,,,helper,0
0x0374,,,,,,base,0
0x0375,,,,,,terrain,0
0x0376,,,,,,base,0
0x0377,,,,,,terrain,0
0x0378,,,,,,terrain,0
0x0379,,,,,,base,0
0x037a,,,,,,base,0;1;15;1452;3823;4587;4590;10752
0x037b,,,,,,base,0
0x037c,,,,,,base,0;793
0x037d,,,,,,base,0;204;520;786;3066;4589;39680
0x037e,,,,,,base,0
0x037f,,,,,,base,0
0x0380,,,,,,base,0
0x0381,,,,,,base,0;786
0x0382,,,,,,base,0
0x0383,,,,,,helper,0
0x0384,npcdeath_shape_0384,Auto-derived from NPCDEATH self-shape comparison in USECODE,,,,helper,0
0x0385,,,,,,helper,0
0x0386,UV-9,"Retail Remorse DTable: UV-9 (weapon, display frame 0x000B, Weapon_GetNameForShapeNo).",,,,terrain,0
0x0387,,,,,,base,0
0x0388,GL-303,"Retail Remorse DTable: GL-303 (weapon, display frame 0x0008, Weapon_GetNameForShapeNo).",,,,terrain,0
0x038a,PA-31,"Retail Remorse DTable: PA-31 (weapon, display frame 0x0009, Weapon_GetNameForShapeNo).",,,,terrain,0
0x038b,AC-88,"Retail Remorse DTable: AC-88 (weapon, display frame 0x0004, Weapon_GetNameForShapeNo).",,,,terrain,0
0x038c,EM-4,"Retail Remorse DTable: EM-4 (weapon, display frame 0x0003, Weapon_GetNameForShapeNo).",,,,terrain,0
0x038d,PL-1,"Retail Remorse DTable: PL-1 (weapon, display frame 0x000A, Weapon_GetNameForShapeNo).",,,,terrain,0
0x038e,AR-7,"Retail Remorse DTable: AR-7 (weapon, display frame 0x000C, Weapon_GetNameForShapeNo).",,,,terrain,0
0x038f,,,,,,base,0
0x0392,,,,,,base,0
0x0393,,,,,,base,3;11;15;16;17;19;26;31;50;57
0x0394,,,,,,terrain,2;3;512
0x0395,,,,,,base,0
0x0396,,,,,,base,0
0x0397,,,,,,terrain,1;12
0x0399,wallgun_shape_0399,Auto-derived from WALLGUN self-shape comparison in USECODE,,,,helper,0
0x039a,LAND MINE,"Retail Remorse DTable: LAND MINE (bomb, display frame 0x0005, MiscTable_GetNameForBombShapeNo).",,,,terrain,0
0x039b,BLAST PAC,"Retail Remorse DTable: BLAST PAC (bomb, display frame 0x0007, MiscTable_GetNameForBombShapeNo).",,,,terrain,4
0x039c,FUSION PAC,"Retail Remorse DTable: FUSION PAC (bomb, display frame 0x0006, MiscTable_GetNameForBombShapeNo).",,,,terrain,4
0x039d,,,,,,base,0
0x039e,,,,,,terrain,0;513;1289;1290;2353
0x03a1,wallgun_shape_03a1,Auto-derived from WALLGUN self-shape comparison in USECODE,,,,helper,0
0x03a2,CHEMICAL BATTERY,"Retail Remorse DTable: CHEMICAL BATTERY (misc_item, display frame 0x0016, MiscTable_GetNameForItemShapeNo).",,,,helper,4
0x03a3,FUSION BATTERY,"Retail Remorse DTable: FUSION BATTERY (misc_item, display frame 0x0015, MiscTable_GetNameForItemShapeNo).",,,,helper,4
0x03a4,FISSION BATTERY,"Retail Remorse DTable: FISSION BATTERY (misc_item, display frame 0x0017, MiscTable_GetNameForItemShapeNo).",,,,helper,4
0x03a6,,,,,,roof,0
0x03a7,OOB_WALL_BLACK_03A7,,,,true,base,22
0x03a8,,,,,,base,22
0x03a9,,,,,,editor,2;5
0x03aa,,,,,,terrain,31;257;260;264;265;274;275;283;779;781;807;2814;65533
0x03ab,,,,,,base,0
0x03ac,npcdeath_shape_03ac,Auto-derived from NPCDEATH self-shape comparison in USECODE,,,,helper,0
0x03ad,,,,,,terrain,5
0x03ae,,,,,,terrain,0;770;828
0x03af,,,,,,base,20;21
0x03b0,,,,,,base,0;12;61;254;268
0x03b1,,,,,,base,61
0x03b2,,,,,,base,61
0x03b3,,,,,,base,40;62;292;2596
0x03b4,,,,,,base,40;62;292
0x03b5,,,,,,base,32
0x03b6,,,,,,base,18;62;292;2596
0x03b7,,,,,,terrain,0
0x03b8,,,,,,base,0
0x03b9,,,,,,roof,7;13;50
0x03ba,,,,,,roof,3;13;22;273
0x03bb,,,,,,terrain,34
0x03bc,,,,,,base,4
0x03bd,,,,,,base,13;24
0x03be,,,,,,base,23
0x03bf,,,,,,terrain,0
0x03c0,,,,,,terrain,0
0x03c1,,,,,,terrain,0;6;277;14090;14179;65277
0x03c2,,,,,,terrain,0
0x03c3,,,,,,terrain,0
0x03c4,,,,,,base,0
0x03c5,,,,,,terrain,0;771
0x03c6,,,,,,base,92
0x03c7,,,,,,terrain,0
0x03c8,,,,,,base,0
0x03c9,POSTER_JELY,,,,,base,0;260
0x03ca,,,,,,base,0
0x03cb,,,,,,base,0
0x03cc,,,,,,base,0
0x03cd,,,,,,base,0
0x03ce,,,,,,base,4
0x03d3,,,,,,base,31
0x03d4,,,,,,terrain,0
0x03d5,,,,,,terrain,0
0x03d6,,,,,,terrain,0
0x03d7,,,,,,terrain,0
0x03d8,,,,,,base,0
0x03d9,,,,,,terrain,0
0x03da,,,,,,terrain,0
0x03db,,,,,,base,0
0x03dc,,,,,,base,0
0x03dd,,,,,,terrain,0
0x03de,,,,,,base,0
0x03df,,,,,,base,0
0x03e0,,,,,,terrain,0
0x03e1,,,,,,base,0
0x03e2,,,,,,base,0
0x03e3,,,,,,base,0
0x03e4,,,,,,base,0
0x03e5,,,,,,base,0
0x03e6,,,,,,base,0;1285
0x03e7,,,,,,base,0
0x03e8,,,,,,base,0
0x03e9,,,,,,terrain,0
0x03ea,,,,,,terrain,0
0x03eb,,,,,,terrain,0
0x03ec,,,,,,base,0
0x03ed,,,,,,base,0
0x03ee,,,,,,base,0
0x03ef,,,,,,base,0
0x03f0,,,,,,base,0
0x03f1,,,,,,base,0
0x03f2,,,,,,base,0
0x03f3,,,,,,base,0
0x03f4,,,,,,base,0
0x03f5,,,,,,base,0
0x03f6,,,,,,base,0
0x03f7,,,,,,base,0
0x03f8,,,,,,base,15;22;44;52
0x03f9,,,,,,base,0
0x03fa,,,,,,base,0
0x03fb,,,,,,base,0
0x03fc,,,,,,base,0
0x03fd,,,,,,base,0
0x03fe,,,,,,base,0
0x03ff,,,,,,base,0;1;8;15;16;24
0x0400,,,,,,base,0;25
0x0401,,,,,,base,0;25;5148
0x0402,,,,,,base,0
0x0403,,Editor Object,,,,editor,7;20;21;24
0x0404,,,,,,base,0
0x0405,,,,,,base,0
0x0406,,,,,,base,0
0x0407,,,,,,base,0
0x0408,,,,,,terrain,0;258;2381
0x0409,,,,,,base,0
0x040a,,,,,,base,0
0x040b,,,,,,base,0
0x040c,,,,,,base,0
0x040d,,,,,,terrain,0
0x040e,,,,,,terrain,0;791
0x040f,,,,,,terrain,0
0x0410,,,,,,terrain,0
0x0411,,,,,,terrain,0
0x0412,,,,true,,roof,0
0x0413,,,,,,roof,72;73;74;75;76;77;4423;19782
0x0414,,,,,,base,0
0x0416,,,,,,terrain,0
0x0417,,,,,,base,0
0x0418,,,,,,base,0
0x0419,,,,,,base,0
0x041a,,,,,,base,0
0x041b,,,,,,base,0
0x041c,,,,,,base,0
0x041d,,,,,,base,0
0x041e,,,,,,base,0
0x041f,,,,,,base,0
0x0420,,,,,,base,0
0x0421,,,,,,base,0
0x0422,,,,,,base,0
0x0423,,,,,,base,0
0x0424,,,,,,base,0
0x0425,,,,,,base,0
0x0427,,,,,,terrain,0
0x0429,,,,,,terrain,0
0x042a,,,,,,terrain,0
0x042b,,,,,,terrain,0
0x042c,,,,,,base,0
0x042d,,,,,,terrain,0
0x042e,,,,,,terrain,0
0x042f,,,,,,base,0;769;1320
0x0430,,,,,,base,0
0x0431,,,,,,base,0;256;769;785;798;833;1297
0x0432,,,,,,terrain,0;273;1289;1298
0x0433,,,,,,base,0
0x0434,,,,,,base,0
0x0435,,,,,,base,0
0x0436,,,,,,base,0
0x0437,,,,,,terrain,0
0x0438,,,,,,editor,24
0x0439,,,,,,editor,20;21;24
0x043a,,,,,,base,0
0x043b,,,,,,base,72
0x043c,,,,,,base,0
0x043d,,,,,,terrain,0
0x043e,,,,,,terrain,6
0x043f,door2_shape_043f,Auto-derived from DOOR2 self-shape comparison in USECODE,,,,base,25
0x0440,door2_shape_0440,Auto-derived from DOOR2 self-shape comparison in USECODE,,,,base,7
0x0441,,,,,,terrain,0
0x0442,,,,,,,
0x0443,,,,,,base,0
0x0446,,,,,,base,0
0x0447,,,,,,terrain,259;273;769;3330;3331
0x0448,,,,,,terrain,0
0x0449,,,,,,terrain,0
0x044a,,,,,,,
0x044b,,,,,,base,267;832;41997
0x044c,,,,,,base,266
0x044d,Zappy_Surface_SW_044D,Editor Object,,true,,editor,0;1;5;10;14;19
0x044e,Zappy_Surface_SE_044E,Editor Object,,true,,editor,0;1;5;777
0x044f,,,,,,base,0
0x0450,,,,,,roof,0
0x0451,,,,,,roof,0;768;1312
0x0452,,,,,,helper,1;786
0x0453,,,,,,base,0
0x0454,,,,,,base,0
0x0455,,,,,,base,0
0x0456,,,,,,,
0x0457,,,,,,helper,6;259
0x0458,,,,,,terrain,0
0x0459,,,,,,base,11
0x045a,,,,,,base,9221
0x045b,,,,,,base,6
0x045c,,,,,,base,5
0x045d,,,,,,,
0x045e,,,,,,base,0
0x045f,,,,,,base,256
0x0460,,,,,,base,0
0x0461,,,,,,base,0
0x0466,,Editor Object,,,,terrain,0
0x0467,,Editor Object,,,,terrain,0
0x0468,,,,,,base,0
0x0469,,,,,,base,0
0x046a,,,,,,base,17;20
0x046d,,,,,,base,0
0x046e,,,,,,base,0
0x046f,,,,,,base,0
0x0470,,,,,,base,39680
0x0471,,,,,,base,0
0x0472,,,,,,base,0
0x0474,,,,,,base,0
0x0475,,,,,,base,0;1321
0x0476,,,,,,editor,1;2;3;4;5;8;10;11;12;13;15;16;17;19;20;21;22;25;26;27;28;30;31;32;33;34;35;58;59;60;65;77;235;238;11265;17408
0x0477,,,,,,base,1;2;3;5;6;8;9;10;11;12;13;16;20;23;25;26;32;63;200;2065;4134
0x0478,,,,,,base,0
0x0479,,,,,,base,0;1300
0x047a,,,,,,base,0
0x047b,,,,,,roof,0
0x047c,,,,,,roof,0
0x047e,,,,,,terrain,0
0x047f,,,,,,terrain,0;798
0x0480,,,,,,terrain,0
0x0481,,,,,,terrain,0
0x0482,,,,,,terrain,0;1332
0x0483,,,,,,terrain,0
0x0487,,,,,,base,0
0x0488,,,,,,base,0
0x0489,,,,,,base,0
0x048a,,,,,,base,0
0x048b,,,,,,base,0
0x048c,,,,,,base,0
0x048d,,,,,,base,0
0x048e,,,,,,base,0
0x048f,,,,,,base,0
0x0490,,,,,,base,0
0x0493,,,,,,base,0
0x049c,,,,,,base,0
0x04a6,,,,,,terrain,0
0x04a7,,,,,,base,0
0x04a8,,,,,,base,0
0x04b1,,,,,,editor,0;1;2;3;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;47;50;51;53;55;60;63;64;65;66;172;199;257;258;260;261;262;265;267;269;270;271;272;273;274;275;276;277;278;279;280;281;282;283;285;288;296;316;320;491;513;515;516;522;525;528;532;771;772;773;774;775;777;778;779;781;783;784;787;792;793;794;798;799;801;802;803;823;825;826;1043;1044;1046;1050;1292;1306;1549;2056;2060;2065;2067;2068;2565;2572;2573;2575;2583;2607;2613;2620;2836;3073;3086;3087;3088;3104;3136;3342;4105;4110;4132;4159;4351;5122;6149;6158;6162;7180;7228;7367;11267;11577;13587;14593;14851;16398;17426;24833;26631;26637;26644;28161;28164;28165;28166;46084;65036;65286;65297
0x04b2,,,,,,roof,0
0x04b3,,,,,,roof,0
0x04b6,,,,,,roof,0
0x04b7,,,,,,roof,0
0x04b8,,,,,,base,0
0x04b9,,,,,,base,0
0x04ba,,,,,,base,0
0x04bc,,,,,,base,0
0x04bd,,,,,,base,0
0x04be,,,,,,base,0
0x04c5,,,,,,base,0
0x04c6,,,,,,base,3823;4377;4586;4587;4588;4590;43785
0x04c7,,,,,,base,0
0x04c8,wallgun_shape_04c8,Auto-derived from WALLGUN self-shape comparison in USECODE,,,,helper,36874;36963
0x04c9,,,,,,editor,34072;34838;35099;43269
0x04ca,,Editor Object,,,,editor,62;150;151;254;306
0x04cb,,,,,,base,0
0x04cd,,Editor Object,,,,terrain,2;7;9;18;19;29;31
0x04d0,NPC_SPAWNER_04D0,,,,,editor,256;257;260;264;268;270;272;273;279;280;281;284;296;316;319;320;455;506;512;513;518;519;523;529;533;534;537;540;575;576;684;768;769;770;771;773;774;775;776;777;778;779;780;781;783;784;785;786;787;788;790;793;794;796;798;799;800;802;804;805;815;818;819;821;823;831;832;833;834;967;1280;1281;1282;1283;1285;1287;1288;1289;1290;1291;1292;1293;1294;1295;1296;1299;1300;1301;1305;1308;1310;1311;1313;1315;1316;1317;1331;1335;1337;1340;1343;1344;1452;1515;1792;1793;1795;1798;1799;1804;1806;1808;1809;1814;1815;1817;1818;1820;1825;1852;1855;1856;2048;2051;2053;2055;2056;2058;2059;2061;2062;2063;2066;2067;2068;2071;2074;2075;2078;2081;2103;2108;2112;2113;2283;2307;2309;2310;2314;2318;2319;2326;2330;2331;2334;2339;2560;2565;2570;2572;2575;2576;2579;2595;2795;2823;2830;2846
0x04d1,npcdeath_shape_04d1,Auto-derived from NPCDEATH self-shape comparison in USECODE,,,,,
0x04d4,DATA LINK,"Retail Remorse DTable: DATA LINK (misc_item, display frame 0x0001, MiscTable_GetNameForItemShapeNo).",,,,helper,0
0x04d5,,,,,,terrain,0;1;2
0x04d7,,,,,,terrain,0
0x04d8,,,,,,base,1
0x04d9,,,,,,helper,0
0x04db,,,,,,base,4
0x04dc,,,,,,helper,0
0x04dd,,,,,,base,0
0x04de,,,,,,base,3066;4589
0x04df,,,,,,base,0;786
0x04e0,,,,,,base,0
0x04e2,,Editor Object,,,,editor,7
0x04e3,,Editor Object,,,,editor,0;1;11;17;60;785;2572;11535
0x04e5,,,,,,base,0;257
0x04e6,,,,,,helper,0
0x04e7,,,,,,editor,257;261;790;804;19217
0x04e8,,,,,,base,0
0x04e9,,,,,,base,0
0x04ea,,,,,,base,0
0x04eb,,,,,,base,0
0x04ec,,,,,,base,0
0x04ed,,,,,,base,0;20;32
0x04ee,,,,,,,
0x04ef,,,,,,helper,0
0x04f0,,,,,,terrain,8209
0x04f2,,,,,,terrain,0
0x04f3,,,,,,base,0
0x04f4,,,,,,terrain,0;276;1327
0x04f5,,,,,,terrain,0
0x04f6,,,,,,base,0
0x04f7,,,,,,base,0
0x04f8,,,,,,editor,5;10;14;16;26;33;64
0x04f9,,,,,,,
0x04fa,,,,,,base,25;26
0x04fc,,Editor Object,,,,editor,106;119;122
0x04fd,,,,,,,
0x04fe,,,,,,editor,548;13568;13824;18432;18944;19200;19712;20224;21504;21760;22528;22784;23808;24064;25600;26112;26880;27136;27392;30464;30720;30976;31232;31234;32000;33536;34048;34304;34560;34816;35072;35328;35584;35840;36352;36608;37632;38144;38400;38656;38912;39168;39424;40704;42496;43008;43264;43520;44032;44288;44544;44800;45824;46592;46848;47104;47616;50688;50944;51200;51456;54784;55040;55296;55552;56320;58880;62208;62464;62720;62976;63232;63488;63744;64000;64768
0x04ff,,,,,,terrain,51450
0x0500,,,,,,editor,2;5;27;28
0x0501,,,,,,base,0
0x0502,,,,,,base,0
0x0503,,,,,,base,0
0x0504,,,,,,base,0
0x0505,,,,,,base,0
0x0506,,,,,,base,0
0x0507,,,,,,base,0;788
0x0509,,,,,,terrain,0
0x050a,,,,,,base,7
0x050b,,,,,,terrain,0
0x050c,,,,,,base,0
0x050d,,,,,,base,0
0x050e,,,,,,base,0
0x050f,,,,,,base,0
0x0510,,,,,,base,0
0x0511,,,,,,base,27;28
0x0513,,,,,,terrain,0
0x0514,,,,,,base,0
0x0517,,,,,,base,0
0x0518,,,,,,base,0
0x0519,,,,,,base,0
0x051a,,,,,,base,0
0x051b,OOB_WALL_BLACK_051B,,,,true,base,10
0x051c,OOB_WALL_BLACK_051C,,,,true,base,10;44
0x051d,,,,,,base,0;512
0x051e,,,,,,roof,0
0x0520,,,,,,base,0
0x0521,,,,,,base,0
0x0522,,,,,,base,0
0x0524,,,,,,,
0x0525,,,,,,base,0
0x0526,,,,,,terrain,0
0x0527,,,,,,terrain,0
0x0528,npcdeath_shape_0528,Auto-derived from NPCDEATH self-shape comparison in USECODE,,,,,
0x052c,,,,,,,
0x052d,INHIBITOR,"Retail Remorse DTable: INHIBITOR (misc_item, display frame 0x0002, MiscTable_GetNameForItemShapeNo).",,,,helper,4
0x052e,IONIC GENERATOR,"Retail Remorse DTable: IONIC GENERATOR (misc_item, display frame 0x0003, MiscTable_GetNameForItemShapeNo).",,,,helper,0
0x052f,PLASMA GENERATOR,"Retail Remorse DTable: PLASMA GENERATOR (misc_item, display frame 0x0005, MiscTable_GetNameForItemShapeNo).",,,,helper,0
0x0530,GRAVITON GENERATOR,"Retail Remorse DTable: GRAVITON GENERATOR (misc_item, display frame 0x0007, MiscTable_GetNameForItemShapeNo).",,,,helper,0
0x0531,,,,,,terrain,0
0x0532,,,,,,terrain,0
0x0533,,,,,,base,0
0x0534,,,,,,base,0
0x0535,,,,,,terrain,0;1300
0x0536,,,,,,base,0
0x0538,,,,,,roof,0
0x053a,,,,,,editor,0
0x053b,,,,,,base,7;18;40;41;65;85
0x053c,,,,,,base,0;201
0x053d,,,,,,base,17;67;68;69
0x053e,,,,,,base,0;457
0x053f,,,,,,base,0
0x0540,,,,,,base,0
0x0541,,,,,,base,0
0x0542,,,,,,base,0
0x0543,,,,,,base,0
0x0544,,,,,,base,0
0x0545,,,,,,base,0
0x0546,,,,,,base,0;7;63
0x0547,,,,,,base,0
0x0548,ITEM_INVALID_0548,"Cannot be picked up with S but can be picked with G, shows up a Medkit icon with text ""Invalid""",,,,helper,0
0x0549,,,,,,roof,14100
0x054a,,,,,,base,27
0x054b,,,,,,base,1;2;3
0x054c,,,,,,base,0
0x054d,,,,,,base,0
0x054e,,,,,,base,0
0x054f,,,,,,base,1;2;4;11;31;60
0x0550,,,,,,base,1;2;3;4;5;15;19;26;27;31;33;58;59;77;235;238
0x0551,,,,,,base,0
0x0552,,,,,,base,0
0x0553,,,,,,base,0
0x0555,,,,,,base,0
0x0556,,,,,,base,0
0x0558,,,,,,base,0
0x0559,,,,,,base,0
0x055a,,,,,,base,0
0x055b,,,,,,base,0;63;1280
0x055c,,,,,,base,0
0x055d,,,,,,base,0
0x055f,DET PAC,"Retail Remorse DTable: DET PAC (misc_item, display frame 0x0018, MiscTable_GetNameForItemShapeNo).",,,,helper,0
0x0560,SPIDER BOMB,"Retail Remorse DTable: SPIDER BOMB (bomb, display frame 0x0004, MiscTable_GetNameForBombShapeNo).",,,,base,0
0x0561,,,,,,editor,0;16;28
0x0563,,,,,,terrain,0
0x0564,,,,true,,roof,4;9
0x0565,,,,true,,roof,1
0x0566,,,,,,base,7;8;9;161;180;200
0x0567,,,,,,base,180
0x0568,,,,,,base,0
0x056c,,,,,,base,0;32768
0x056d,,,,,,base,0
0x056e,,,,,,base,0
0x056f,,,,,,base,0
0x0570,,,,,,base,0
0x0571,,,,,,base,0
0x0572,,,,,,base,0
0x0573,,,,,,base,0
0x0574,,,,,,base,0
0x0575,,,,,,base,0
0x0576,,,,,,,
0x0577,,,,,,base,0
0x0579,,,,,,terrain,0
0x057a,,,,,,,
0x057f,,,,,,,
0x0580,,,,,,,
0x0581,,Editor Object,,,,editor,794;800
0x0582,ENERGY CUBE,"Retail Remorse DTable: ENERGY CUBE (misc_item, display frame 0x0019, MiscTable_GetNameForItemShapeNo).",,,,helper,0;58
0x0583,,,,,,base,0
0x0585,,,,,,base,0
0x0586,,,,,,base,0;1;32768;32769;32800
0x0587,,,,,,terrain,0
0x0588,,,,,,terrain,0
0x0589,,,,,,base,0
0x058a,,,,,,base,0
0x058b,,,,,,base,0;1;32768;32769
0x058c,,,,,,base,0
0x058f,,,,,,,
0x0594,,,,,,base,0
0x0596,,,,,,,
0x0597,,,,,,base,0
0x059a,,,,,,base,0
0x059c,,,,,,,
0x059e,,,,,,base,121
0x05a6,,,,,,base,0
0x05a8,,,,,,base,9
0x0640,,,,,,base,1351;18523;29019
0x0652,,,,,,base,65519
