shape_code,human_readable_id,description,roof,semitransparency,OOB,categorization,qualities
0xa202,PSX map 5 type 0055 section0_dispatch_roots lane 0020 palette 00 offset 0007E3B4,PSX type-to-art cohort probe for section0_dispatch_roots lane 0020 resolved through a donor art-template from type 0054 using cohort-family-lane-donor:45:0054:section0_dispatch_roots:0020. The drawable bundle bytes are borrowed from map 45 because this map exposes no local direct template payload for the same resolved type. The scene renderer uses the parsed DAT_800758cc state script to choose among 2 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa203,PSX map 5 type 0055 section0_dispatch_roots lane 0030 palette 62 offset 0009A1F0,PSX type-to-art cohort probe for section0_dispatch_roots lane 0030 resolved through a donor art-template from type 0054 using cohort-cc-signature-lane-donor:89:0054:section0_dispatch_roots:0030. The drawable bundle bytes are borrowed from map 89 because this map exposes no local direct template payload for the same resolved type. The scene renderer uses the parsed DAT_800758cc state script to choose among 1 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa204,PSX map 5 type 0055 section0_dispatch_roots lane 0022 palette 23 offset 00080AC8,PSX type-to-art cohort probe for section0_dispatch_roots lane 0022 resolved through a donor art-template from type 0054 using cohort-family-lane-donor:1:0054:section0_dispatch_roots:0022. The drawable bundle bytes are borrowed from map 1 because this map exposes no local direct template payload for the same resolved type. The scene renderer uses the parsed DAT_800758cc state script to choose among 1 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa205,PSX map 5 type 0055 section0_constructor_placements lane 0030 palette 62 offset 0009A1F0,PSX type-to-art cohort probe for section0_constructor_placements lane 0030 resolved through a donor art-template from type 0054 using cohort-cc-signature-lane-donor:89:0054:section0_constructor_placements:0030. The drawable bundle bytes are borrowed from map 89 because this map exposes no local direct template payload for the same resolved type. The scene renderer uses the parsed DAT_800758cc state script to choose among 1 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa206,PSX map 5 type 0056 section0_dispatch_roots lane 0020 palette 1D offset 00085C40,PSX type-to-art cohort probe for section0_dispatch_roots lane 0020 resolved through a donor art-template from type 0054 using cohort-family-lane-donor:0:0054:section0_dispatch_roots:0020. The drawable bundle bytes are borrowed from map 0 because this map exposes no local direct template payload for the same resolved type. The scene renderer uses the parsed DAT_800758cc state script to choose among 1 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa207,PSX map 5 type 0056 section0_constructor_placements lane 0022 palette 23 offset 00085548,PSX type-to-art cohort probe for section0_constructor_placements lane 0022 resolved through a donor art-template from type 0054 using cohort-family-lane-donor:3:0054:section0_constructor_placements:0022. The drawable bundle bytes are borrowed from map 3 because this map exposes no local direct template payload for the same resolved type. The scene renderer keeps frame 0 until the executable state-script path is decoded far enough to choose per-state animation frames, but now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa208,PSX map 5 type 0057 section0_dispatch_roots lane 0030 palette 62 offset 0009A1F0,PSX type-to-art cohort probe for section0_dispatch_roots lane 0030 resolved through a donor art-template from type 0054 using cohort-cc-signature-lane-donor:89:0054:section0_dispatch_roots:0030. The drawable bundle bytes are borrowed from map 89 because this map exposes no local direct template payload for the same resolved type. The scene renderer uses the parsed DAT_800758cc state script to choose among 1 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa209,PSX map 5 type 0057 section0_dispatch_roots lane 0022 palette 68 offset 0007856C,PSX type-to-art cohort probe for section0_dispatch_roots lane 0022 resolved through a donor art-template from type 0064 using cohort-cc-signature-lane-donor:26:0064:section0_dispatch_roots:0022. The drawable bundle bytes are borrowed from map 26 because this map exposes no local direct template payload for the same resolved type. The scene renderer uses the parsed DAT_800758cc state script to choose among 1 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa20a,PSX map 5 type 0057 section0_constructor_placements lane 0020 palette 00 offset 0008A018,PSX type-to-art cohort probe for section0_constructor_placements lane 0020 resolved through a donor art-template from type 0040 using cohort-family-lane-donor:5:0040:section0_constructor_placements:0020. The scene renderer uses the parsed DAT_800758cc state script to choose among 1 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa20b,PSX map 5 type 0057 section0_constructor_placements lane 0022 palette 0C offset 000777A4,PSX type-to-art cohort probe for section0_constructor_placements lane 0022 resolved through a donor art-template from type 0054 using cohort-cc-signature-lane-donor:2:0054:section0_constructor_placements:0022. The drawable bundle bytes are borrowed from map 2 because this map exposes no local direct template payload for the same resolved type. The scene renderer uses the parsed DAT_800758cc state script to choose among 1 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa20c,PSX map 5 type 0058 section0_dispatch_roots lane 0020 palette 1D offset 00085C40,PSX type-to-art cohort probe for section0_dispatch_roots lane 0020 resolved through a donor art-template from type 0054 using cohort-family-lane-donor:0:0054:section0_dispatch_roots:0020. The drawable bundle bytes are borrowed from map 0 because this map exposes no local direct template payload for the same resolved type. The scene renderer uses the parsed DAT_800758cc state script to choose among 1 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa20d,PSX map 5 type 0058 section0_constructor_placements lane 0020 palette 00 offset 0008A018,PSX type-to-art cohort probe for section0_constructor_placements lane 0020 resolved through a donor art-template from type 0040 using cohort-family-lane-donor:5:0040:section0_constructor_placements:0020. The scene renderer uses the parsed DAT_800758cc state script to choose among 1 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa20e,PSX map 5 type 0059 palette 00 offset 00092AF8,PSX type-to-art probe resolved through a donor art-template from type 0064 using generic-family-donor:0064. The scene renderer uses the parsed DAT_800758cc state script to choose among 1 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa20f,PSX map 6 type 003E section0_constructor_placements lane 0020 palette 00 offset 00092358,PSX type-to-art cohort probe for section0_constructor_placements lane 0020 resolved through a donor art-template from type 0040 using cohort-family-lane-donor:6:0040:section0_constructor_placements:0020. The scene renderer uses the parsed DAT_800758cc state script to choose among 3 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa210,PSX map 6 type 003E section0_constructor_placements lane 0022 palette 00 offset 00092358,PSX type-to-art cohort probe for section0_constructor_placements lane 0022 resolved through a donor art-template from type 0040 using cohort-family-lane-donor:6:0040:section0_constructor_placements:0022. The scene renderer uses the parsed DAT_800758cc state script to choose among 3 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa211,PSX map 6 type 003F section0_constructor_placements lane 0020 palette 00 offset 00092358,PSX type-to-art cohort probe for section0_constructor_placements lane 0020 resolved through a donor art-template from type 0040 using cohort-cc-signature-lane-donor:6:0040:section0_constructor_placements:0020. The scene renderer uses the parsed DAT_800758cc state script to choose among 3 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa212,PSX map 6 type 003F section0_constructor_placements lane 0022 palette 00 offset 00092358,PSX type-to-art cohort probe for section0_constructor_placements lane 0022 resolved through a donor art-template from type 0040 using cohort-cc-signature-lane-donor:6:0040:section0_constructor_placements:0022. The scene renderer uses the parsed DAT_800758cc state script to choose among 3 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa213,PSX map 6 type 0040 palette 00 offset 00092358,PSX type-to-art probe resolved through the parsed per-type art-template bank using payload-dword-bundle-index. The scene renderer uses the parsed DAT_800758cc state script to choose among 3 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa214,PSX map 6 type 0041 section0_dispatch_roots lane 0020 palette 00 offset 00092358,PSX type-to-art cohort probe for section0_dispatch_roots lane 0020 resolved through a donor art-template from type 0040 using cohort-family-lane-donor:6:0040:section0_dispatch_roots:0020. The scene renderer uses the parsed DAT_800758cc state script to choose among 2 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa215,PSX map 6 type 0041 section0_constructor_placements lane 0020 palette 00 offset 00092358,PSX type-to-art cohort probe for section0_constructor_placements lane 0020 resolved through a donor art-template from type 0040 using cohort-family-lane-donor:6:0040:section0_constructor_placements:0020. The scene renderer uses the parsed DAT_800758cc state script to choose among 2 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa216,PSX map 6 type 0041 section0_constructor_placements lane 0022 palette 00 offset 00092358,PSX type-to-art cohort probe for section0_constructor_placements lane 0022 resolved through a donor art-template from type 0040 using cohort-family-lane-donor:6:0040:section0_constructor_placements:0022. The scene renderer uses the parsed DAT_800758cc state script to choose among 2 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa217,PSX map 6 type 0042 palette 00 offset 00092358,PSX type-to-art probe resolved through a donor art-template from type 0040 using generic-family-donor:0040. The scene renderer uses the parsed DAT_800758cc state script to choose among 3 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa218,PSX map 6 type 0043 palette 00 offset 00092358,PSX type-to-art probe resolved through a donor art-template from type 0040 using cross-map-generic-family-donor:6:0040. The scene renderer uses the parsed DAT_800758cc state script to choose among 3 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa219,PSX map 6 type 0044 section0_constructor_placements lane 0020 palette 00 offset 00092358,PSX type-to-art cohort probe for section0_constructor_placements lane 0020 resolved through a donor art-template from type 0040 using cohort-family-lane-donor:6:0040:section0_constructor_placements:0020. The scene renderer uses the parsed DAT_800758cc state script to choose among 3 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa21a,PSX map 6 type 0044 section0_constructor_placements lane 0022 palette 00 offset 00092358,PSX type-to-art cohort probe for section0_constructor_placements lane 0022 resolved through a donor art-template from type 0040 using cohort-family-lane-donor:6:0040:section0_constructor_placements:0022. The scene renderer uses the parsed DAT_800758cc state script to choose among 3 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa21b,PSX map 6 type 0045 section0_constructor_placements lane 0020 palette 00 offset 00092358,PSX type-to-art cohort probe for section0_constructor_placements lane 0020 resolved through a donor art-template from type 0040 using cohort-family-lane-donor:6:0040:section0_constructor_placements:0020. The scene renderer uses the parsed DAT_800758cc state script to choose among 3 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa21c,PSX map 6 type 0045 section0_constructor_placements lane 0022 palette 00 offset 00092358,PSX type-to-art cohort probe for section0_constructor_placements lane 0022 resolved through a donor art-template from type 0040 using cohort-family-lane-donor:6:0040:section0_constructor_placements:0022. The scene renderer uses the parsed DAT_800758cc state script to choose among 3 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa21d,PSX map 6 type 0046 section0_dispatch_roots lane 0020 palette 00 offset 000D35E0,PSX type-to-art cohort probe for section0_dispatch_roots lane 0020 resolved through a donor art-template from type 0064 using cohort-cc-signature-lane-donor:6:0064:section0_dispatch_roots:0020. The scene renderer uses the parsed DAT_800758cc state script to choose among 2 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa21e,PSX map 6 type 0046 section0_constructor_placements lane 0020 palette 00 offset 000D35E0,PSX type-to-art cohort probe for section0_constructor_placements lane 0020 resolved through a donor art-template from type 0064 using cohort-cc-signature-lane-donor:6:0064:section0_constructor_placements:0020. The scene renderer uses the parsed DAT_800758cc state script to choose among 2 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa21f,PSX map 6 type 0046 section0_constructor_placements lane 0022 palette 00 offset 000D35E0,PSX type-to-art cohort probe for section0_constructor_placements lane 0022 resolved through a donor art-template from type 0064 using cohort-cc-signature-lane-donor:6:0064:section0_constructor_placements:0022. The scene renderer uses the parsed DAT_800758cc state script to choose among 2 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa220,PSX map 6 type 0047 section0_constructor_placements lane 0022 palette 00 offset 00092358,PSX type-to-art cohort probe for section0_constructor_placements lane 0022 resolved through a donor art-template from type 0040 using cohort-family-lane-donor:6:0040:section0_constructor_placements:0022. The scene renderer uses the parsed DAT_800758cc state script to choose among 3 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa221,PSX map 6 type 0047 section0_constructor_placements lane 0020 palette 28 offset 00080E1C,PSX type-to-art cohort probe for section0_constructor_placements lane 0020 resolved through a donor art-template from type 004C using cohort-family-lane-donor:6:004c:section0_constructor_placements:0020. The scene renderer uses the parsed DAT_800758cc state script to choose among 1 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa222,PSX map 6 type 0048 palette 28 offset 00080E1C,PSX type-to-art probe resolved through a donor art-template from type 004C using generic-family-donor:004c. The scene renderer uses the parsed DAT_800758cc state script to choose among 1 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa223,PSX map 6 type 0049 section0_constructor_placements lane 0022 palette 00 offset 00092358,PSX type-to-art cohort probe for section0_constructor_placements lane 0022 resolved through a donor art-template from type 0040 using cohort-family-lane-donor:6:0040:section0_constructor_placements:0022. The scene renderer uses the parsed DAT_800758cc state script to choose among 3 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa224,PSX map 6 type 0049 section0_constructor_placements lane 0020 palette 28 offset 00080E1C,PSX type-to-art cohort probe for section0_constructor_placements lane 0020 resolved through a donor art-template from type 004C using cohort-family-lane-donor:6:004c:section0_constructor_placements:0020. The scene renderer uses the parsed DAT_800758cc state script to choose among 1 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa225,PSX map 6 type 004A palette 28 offset 00080E1C,PSX type-to-art probe resolved through a donor art-template from type 004C using cross-map-generic-family-donor:6:004c. The scene renderer uses the parsed DAT_800758cc state script to choose among 1 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa226,PSX map 6 type 004B palette 28 offset 00080E1C,PSX type-to-art probe resolved through a donor art-template from type 004C using cross-map-generic-family-donor:6:004c. The scene renderer uses the parsed DAT_800758cc state script to choose among 1 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa227,PSX map 6 type 004C palette 28 offset 00080E1C,PSX type-to-art probe resolved through the parsed per-type art-template bank using payload-dword-bundle-index. The scene renderer uses the parsed DAT_800758cc state script to choose among 1 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa228,PSX map 6 type 004D palette 28 offset 00080E1C,PSX type-to-art probe resolved through a donor art-template from type 004C using generic-family-donor:004c. The scene renderer uses the parsed DAT_800758cc state script to choose among 1 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa229,PSX map 6 type 004E section0_constructor_placements lane 0020 palette 28 offset 00080E1C,PSX type-to-art cohort probe for section0_constructor_placements lane 0020 resolved through a donor art-template from type 004C using cohort-family-lane-donor:6:004c:section0_constructor_placements:0020. The scene renderer uses the parsed DAT_800758cc state script to choose among 1 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa22a,PSX map 6 type 004E section0_constructor_placements lane 0022 palette 00 offset 00092358,PSX type-to-art cohort probe for section0_constructor_placements lane 0022 resolved through a donor art-template from type 0040 using cohort-family-lane-donor:6:0040:section0_constructor_placements:0022. The scene renderer uses the parsed DAT_800758cc state script to choose among 3 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa22b,PSX map 6 type 004F section0_constructor_placements lane 0022 palette 00 offset 00092358,PSX type-to-art cohort probe for section0_constructor_placements lane 0022 resolved through a donor art-template from type 0040 using cohort-family-lane-donor:6:0040:section0_constructor_placements:0022. The scene renderer uses the parsed DAT_800758cc state script to choose among 3 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa22c,PSX map 6 type 004F section0_constructor_placements lane 0020 palette 28 offset 00080E1C,PSX type-to-art cohort probe for section0_constructor_placements lane 0020 resolved through a donor art-template from type 004C using cohort-family-lane-donor:6:004c:section0_constructor_placements:0020. The scene renderer uses the parsed DAT_800758cc state script to choose among 1 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa22d,PSX map 6 type 0050 section0_constructor_placements lane 0020 palette 28 offset 00080E1C,PSX type-to-art cohort probe for section0_constructor_placements lane 0020 resolved through a donor art-template from type 004C using cohort-family-lane-donor:6:004c:section0_constructor_placements:0020. The scene renderer uses the parsed DAT_800758cc state script to choose among 1 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa22e,PSX map 6 type 0050 section0_constructor_placements lane 0022 palette 00 offset 00092358,PSX type-to-art cohort probe for section0_constructor_placements lane 0022 resolved through a donor art-template from type 0040 using cohort-family-lane-donor:6:0040:section0_constructor_placements:0022. The scene renderer uses the parsed DAT_800758cc state script to choose among 3 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa22f,PSX map 6 type 0051 palette 28 offset 00080E1C,PSX type-to-art probe resolved through a donor art-template from type 004C using generic-family-donor:004c. The scene renderer uses the parsed DAT_800758cc state script to choose among 1 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa230,PSX map 6 type 0052 palette 28 offset 00080E1C,PSX type-to-art probe resolved through a donor art-template from type 004C using cross-map-generic-family-donor:6:004c. The scene renderer uses the parsed DAT_800758cc state script to choose among 1 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa231,PSX map 6 type 0053 section0_constructor_placements lane 0020 palette 28 offset 00080E1C,PSX type-to-art cohort probe for section0_constructor_placements lane 0020 resolved through a donor art-template from type 004C using cohort-family-lane-donor:6:004c:section0_constructor_placements:0020. The scene renderer uses the parsed DAT_800758cc state script to choose among 1 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa232,PSX map 6 type 0053 section0_constructor_placements lane 0022 palette 00 offset 000D35E0,PSX type-to-art cohort probe for section0_constructor_placements lane 0022 resolved through a donor art-template from type 0064 using cohort-family-lane-donor:6:0064:section0_constructor_placements:0022. The scene renderer uses the parsed DAT_800758cc state script to choose among 2 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa233,PSX map 6 type 0054 section0_constructor_placements lane 0020 palette 28 offset 00080E1C,PSX type-to-art cohort probe for section0_constructor_placements lane 0020 resolved through a donor art-template from type 004C using cohort-family-lane-donor:6:004c:section0_constructor_placements:0020. The scene renderer uses the parsed DAT_800758cc state script to choose among 1 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa234,PSX map 6 type 0054 section0_constructor_placements lane 0022 palette 00 offset 000D35E0,PSX type-to-art cohort probe for section0_constructor_placements lane 0022 resolved through a donor art-template from type 0064 using cohort-family-lane-donor:6:0064:section0_constructor_placements:0022. The scene renderer uses the parsed DAT_800758cc state script to choose among 2 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa235,PSX map 6 type 0055 section0_dispatch_roots lane 0022 palette 00 offset 000D35E0,PSX type-to-art cohort probe for section0_dispatch_roots lane 0022 resolved through a donor art-template from type 0064 using cohort-family-lane-donor:6:0064:section0_dispatch_roots:0022. The scene renderer uses the parsed DAT_800758cc state script to choose among 2 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa236,PSX map 6 type 0055 section0_constructor_placements lane 0022 palette 00 offset 000D35E0,PSX type-to-art cohort probe for section0_constructor_placements lane 0022 resolved through a donor art-template from type 0064 using cohort-family-lane-donor:6:0064:section0_constructor_placements:0022. The scene renderer uses the parsed DAT_800758cc state script to choose among 2 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa237,PSX map 6 type 0055 section0_constructor_placements lane 0020 palette 28 offset 00080E1C,PSX type-to-art cohort probe for section0_constructor_placements lane 0020 resolved through a donor art-template from type 004C using cohort-family-lane-donor:6:004c:section0_constructor_placements:0020. The scene renderer uses the parsed DAT_800758cc state script to choose among 1 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa238,PSX map 6 type 0056 section0_dispatch_roots lane 0020 palette 00 offset 000D35E0,PSX type-to-art cohort probe for section0_dispatch_roots lane 0020 resolved through a donor art-template from type 0064 using cohort-family-lane-donor:6:0064:section0_dispatch_roots:0020. The scene renderer uses the parsed DAT_800758cc state script to choose among 2 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa239,PSX map 6 type 0056 section0_dispatch_roots lane 0030 palette 00 offset 00092358,PSX type-to-art cohort probe for section0_dispatch_roots lane 0030 resolved through a donor art-template from type 0040 using cohort-family-lane-donor:6:0040:section0_dispatch_roots:0030. The scene renderer uses the parsed DAT_800758cc state script to choose among 3 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa23a,PSX map 6 type 0056 section0_constructor_placements lane 0020 palette 28 offset 00080E1C,PSX type-to-art cohort probe for section0_constructor_placements lane 0020 resolved through a donor art-template from type 004C using cohort-family-lane-donor:6:004c:section0_constructor_placements:0020. The scene renderer uses the parsed DAT_800758cc state script to choose among 1 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa23b,PSX map 6 type 0056 section0_constructor_placements lane 0022 palette 00 offset 000D35E0,PSX type-to-art cohort probe for section0_constructor_placements lane 0022 resolved through a donor art-template from type 0064 using cohort-family-lane-donor:6:0064:section0_constructor_placements:0022. The scene renderer uses the parsed DAT_800758cc state script to choose among 2 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa23c,PSX map 6 type 0057 palette 28 offset 00080E1C,PSX type-to-art probe resolved through a donor art-template from type 004C using cross-map-generic-family-donor:6:004c. The scene renderer uses the parsed DAT_800758cc state script to choose among 1 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa23d,PSX map 6 type 0058 palette 28 offset 00080E1C,PSX type-to-art probe resolved through a donor art-template from type 004C using cross-map-generic-family-donor:6:004c. The scene renderer uses the parsed DAT_800758cc state script to choose among 1 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa23e,PSX map 6 type 0059 section0_constructor_placements lane 0020 palette 00 offset 000D35E0,PSX type-to-art cohort probe for section0_constructor_placements lane 0020 resolved through a donor art-template from type 0064 using cohort-family-lane-donor:6:0064:section0_constructor_placements:0020. The scene renderer uses the parsed DAT_800758cc state script to choose among 2 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa23f,PSX map 6 type 0059 section0_constructor_placements lane 0022 palette 00 offset 000D35E0,PSX type-to-art cohort probe for section0_constructor_placements lane 0022 resolved through a donor art-template from type 0064 using cohort-family-lane-donor:6:0064:section0_constructor_placements:0022. The scene renderer uses the parsed DAT_800758cc state script to choose among 2 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa240,PSX map 6 type 005A section0_dispatch_roots lane 0020 palette 00 offset 000D35E0,PSX type-to-art cohort probe for section0_dispatch_roots lane 0020 resolved through a donor art-template from type 0064 using cohort-family-lane-donor:6:0064:section0_dispatch_roots:0020. The scene renderer uses the parsed DAT_800758cc state script to choose among 2 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa241,PSX map 6 type 005A section0_constructor_placements lane 0022 palette 00 offset 000D35E0,PSX type-to-art cohort probe for section0_constructor_placements lane 0022 resolved through a donor art-template from type 0064 using cohort-family-lane-donor:6:0064:section0_constructor_placements:0022. The scene renderer uses the parsed DAT_800758cc state script to choose among 2 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa242,PSX map 6 type 005A section0_constructor_placements lane 0020 palette 00 offset 000D35E0,PSX type-to-art cohort probe for section0_constructor_placements lane 0020 resolved through a donor art-template from type 0064 using cohort-family-lane-donor:6:0064:section0_constructor_placements:0020. The scene renderer uses the parsed DAT_800758cc state script to choose among 2 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa243,PSX map 6 type 005B section0_constructor_placements lane 0020 palette 00 offset 000D35E0,PSX type-to-art cohort probe for section0_constructor_placements lane 0020 resolved through a donor art-template from type 0064 using cohort-family-lane-donor:6:0064:section0_constructor_placements:0020. The scene renderer uses the parsed DAT_800758cc state script to choose among 2 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa244,PSX map 6 type 005B section0_constructor_placements lane 0022 palette 00 offset 000D35E0,PSX type-to-art cohort probe for section0_constructor_placements lane 0022 resolved through a donor art-template from type 0064 using cohort-family-lane-donor:6:0064:section0_constructor_placements:0022. The scene renderer uses the parsed DAT_800758cc state script to choose among 2 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa245,PSX map 6 type 005C section0_dispatch_roots lane 0020 palette 00 offset 000D35E0,PSX type-to-art cohort probe for section0_dispatch_roots lane 0020 resolved through a donor art-template from type 0064 using cohort-family-lane-donor:6:0064:section0_dispatch_roots:0020. The scene renderer uses the parsed DAT_800758cc state script to choose among 2 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa246,PSX map 6 type 005C section0_dispatch_roots lane 0030 palette 00 offset 00092358,PSX type-to-art cohort probe for section0_dispatch_roots lane 0030 resolved through a donor art-template from type 0040 using cohort-family-lane-donor:6:0040:section0_dispatch_roots:0030. The scene renderer uses the parsed DAT_800758cc state script to choose among 3 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa247,PSX map 6 type 005C section0_dispatch_roots lane 0022 palette 00 offset 000D35E0,PSX type-to-art cohort probe for section0_dispatch_roots lane 0022 resolved through a donor art-template from type 0064 using cohort-family-lane-donor:6:0064:section0_dispatch_roots:0022. The scene renderer uses the parsed DAT_800758cc state script to choose among 2 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa248,PSX map 6 type 005C section0_constructor_placements lane 0020 palette 00 offset 000D35E0,PSX type-to-art cohort probe for section0_constructor_placements lane 0020 resolved through a donor art-template from type 0064 using cohort-family-lane-donor:6:0064:section0_constructor_placements:0020. The scene renderer uses the parsed DAT_800758cc state script to choose among 2 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa249,PSX map 6 type 005D section0_dispatch_roots lane 0020 palette 00 offset 000D35E0,PSX type-to-art cohort probe for section0_dispatch_roots lane 0020 resolved through a donor art-template from type 0064 using cohort-family-lane-donor:6:0064:section0_dispatch_roots:0020. The scene renderer uses the parsed DAT_800758cc state script to choose among 2 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
0xa24a,PSX map 6 type 005D section0_constructor_placements lane 0020 palette 00 offset 000D35E0,PSX type-to-art cohort probe for section0_constructor_placements lane 0020 resolved through a donor art-template from type 0064 using cohort-family-lane-donor:6:0064:section0_constructor_placements:0020. The scene renderer uses the parsed DAT_800758cc state script to choose among 2 frame(s) for this type and now applies executable-backed authored palette overrides when the source record exposes one.,,,,terrain,
